Gene	Mean.Coverage	SD.Coverage	Length
SNORD71	39.9127906977	1.9206828756	86
RAD51	62.6846829971	26.6520538614	2082
ATG3	51.2933913043	17.7727792878	2070
ATG5	56.0436016949	18.7644475811	1416
DHX34	48.8163967531	26.82373686	5051
RP11-830F9.6	5.46229468599	3.1568821204	1242
RP11-830F9.5	15.0364336918	7.08885257889	558
IQCF6	8.70312883436	1.37328041687	326
IQCF5	12.4711060948	2.70265353016	443
IQCF2	73.1604768583	17.2549110595	713
IQCF1	72.5965478424	25.4983719391	1066
OR52R1	73.5903881857	17.5415262234	1185
SMLR1	5.58681127983	1.97443091007	461
DNAJC14,RP11-762I7.5	77.6865751544	18.3161174147	1457
AC005523.2	6.17039215686	4.4687774751	102
AGAP11,RP11-96C23.10,RP11-96C23.5	12.1316326531	5.52377638354	147
SUGT1	47.9463429752	25.848361477	2420
MIR328	82.432	3.65304130976	75
MIR325	60.4043654822	16.5083986735	197
MIR324	29.9646987952	7.15318202047	83
SAPCD1	60.3009124767	23.4958312217	537
LL22NC03-63E9.3	4.64693877551	3.44684313888	490
ERVW-1	55.9712100058	26.8905928075	1719
RP11-390F4.3	12.1484536082	0.783171091629	97
LGALS3BP	40.800395273	23.0883825022	2454
NLGN3	41.3771287444	20.7932873556	3138
CTD-2336H13.2	0.0883838383838	0.00841610102987	99
FUBP3	50.1352777778	23.3122919646	3744
SCHIP1	3.24268518519	1.20888115916	108
RP1-130H16.18,TBC1D10A	55.0241236364	24.0507580812	1375
MAGEH1	49.5341969697	21.0717485958	660
ACACA	69.0283033656	22.4252832855	13014
ACACB	62.612072796	25.6855452816	12693
RP11-97N19.2	6.34408163265	1.52418409645	49
CPLX1	33.8188963964	27.6875945896	888
ACOT11,FAM151A	46.965255102	19.135665625	588
PCDHGA1,PCDHGA10,PCDHGA11,PCDHGA12,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGA8,PCDHGA9,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4,PCDHGB6,PCDHGB7,PCDHGC3,PCDHGC4,PCDHGC5	62.2774170616	34.4232110713	844
KRTAP10-9	92.8533333333	5.24942935757	879
KRTAP10-6	72.6741347905	26.169811876	1098
KRTAP10-5	88.0779656863	10.3354150592	816
KRTAP10-2	90.4595572917	7.51173323403	768
KRTAP10-1	86.1024381625	14.6906978114	849
NFYC	42.1705341032	27.090069906	2771
NFYB	62.6248712121	29.0493606007	1320
NFYA	70.2649904215	13.7844206215	1044
TRBC2	74.6469565217	23.3439565681	874
CHIC2	40.7590763052	16.5454268013	498
CHIC1	19.4214741036	19.6461627263	1255
RSAD1	54.0082417083	25.17026356	2201
RGAG4	48.7176432749	21.2759153675	1710
AC114494.1	31.4274729242	27.8826625285	277
RGAG1	82.5982743259	13.0605416016	4265
EXOSC6;AARS	3.71285714286	0.468787189001	21
MIR3915	1.0606185567	0.104540805759	97
EIF2B5,EIF4G1	64.7658153242	25.4550470905	3054
RPL7A	52.9783394447	18.4364544516	1909
RP11-356J5.4	50.5445954693	18.9668211566	309
AC003002.4,ZNF548	86.9549677419	0.527273523973	155
AC091948.1	0.100894308943	0.0305149286249	123
PTGES3L	7.37512820513	0.408069084675	39
RP11-277A4.4	4.02510638298	0.211720409774	47
EPHA7	65.7540070765	20.283934149	4522
EPHA6	44.140357949	29.0543712588	6202
EPHA5	62.5173372781	22.9518459649	4732
EPHA4	69.7440176648	24.7123077305	4642
ARG1	65.9291153846	15.2145026359	1040
MAOA	50.5941102842	20.5563096687	2956
RAD54L	65.3235230769	19.5699844155	3900
SNORA40;TAF1D	25.8232653061	3.30647747343	49
SPTLC1	56.9037689133	21.2836093137	2908
ITGA10	68.3028251049	24.0694773328	6198
ITGA11	36.3241467658	21.1709649958	6323
C8A	63.7977550274	19.1163614187	2735
C8B	66.2836467813	22.5249630454	2967
C8G	23.6052470588	11.8032406812	1275
CTD-2307P3.1,RP11-214N1.1	1.666	0.332602247917	95
AC011453.1,MIR1283-2	57.2710204082	9.49956912288	49
RP1-296L11.1	51.6697165992	17.1374015543	247
RP11-730G20.1	2.586	0.512135266942	80
FCGR3A,FCGR3B	41.9739344262	3.07574017037	61
SIAH1	56.5979807692	17.0954616495	1040
SIAH3	65.1020594714	16.0905209979	908
PDZRN4	53.2633386838	29.9277353221	4361
PDZRN3	52.1233733133	34.5342968956	4669
TRAV3	70.7578079332	23.8071320578	479
FMNL1	45.1121922146	30.4488936094	5369
RP11-353N4.4,RP11-353N4.5	0.558421052632	0.0383352402272	19
RP5-901A4.1	14.8343356643	4.25777839305	143
AC006449.1	0.188606557377	0.0161321039794	366
CYHR1	25.3097537797	30.6779969769	2315
C1QTNF9	71.0278726483	24.9610116786	691
NMNAT1	64.1989686784	29.0022512796	1309
C1QTNF4	16.7430888031	12.9163407464	1036
ASB12,MTMR8	33.6735753176	11.4524866638	1102
DRD4	20.2258548896	24.2767656707	1585
DRD5	60.20986053	22.6754425726	1434
DRD3	75.157659824	23.3486037343	1705
RP11-75C23.1	57.1511312217	27.3466911092	221
PAOX,RP11-108K14.8	62.0324882629	30.1079101671	213
SMR3B	62.1101066667	25.156680532	375
SMR3A	82.1999259259	17.6599337094	540
IRG1	6.55657236126	1.97504548928	1838
IRGQ	47.1179233759	26.7024569243	1801
ACTR6	51.5536235204	28.0815038923	2619
RP5-1132H15.1	40.0185793872	33.7323241207	718
RP11-379B18.6	59.4419191919	26.5784993924	99
BCL2L2	69.7960666667	8.86267142727	150
MTPAP	57.6099231754	29.7081587068	3124
ITM2C	56.7891190108	26.0105589362	1294
ITM2B	50.2199247606	29.1791148634	1462
ITM2A	34.9457878315	15.8595434187	1282
SLC7A5	48.3165346535	24.5119008424	2424
RP11-59H7.3	29.654829932	7.31365108994	147
NIM1	73.4011811546	17.159882364	1507
HGFAC	31.9863104173	26.5541875727	3331
DYNC2LI1	45.0102234835	27.1729279126	2819
NDRG2	36.9129278599	24.7827447934	3313
BSCL2	53.7455698925	19.2187576807	1395
PROL1	75.6231328036	22.3038123411	881
NDUFA5	37.302611425	24.2698819566	1593
KLHDC10	62.444391678	27.3041288249	2211
TXNIP	82.072934224	15.6900117647	1946
PRRG1,TM4SF2	31.9667529412	16.575269109	425
C15ORF31	0.268974358974	0.0247615593646	156
C15ORF37	4.49267558528	1.12390495305	598
HCCAT5	42.8191637011	25.3123563813	562
HCCAT3	69.0574829932	16.4850081585	294
RP11-313I2.11	34.9198547919	22.1424421433	1033
TMEM108	65.5612702961	22.3867512759	2094
TMEM102	49.6047014925	32.9765855069	1608
TMEM100	88.9059753086	4.36688816288	405
TMEM107	74.5876165113	15.7688073797	751
TMEM104	55.5805171158	30.4910588409	2746
TP53AIP1	41.6984803922	29.6017927722	612
AL603650.2,AL603650.3;AL603650.1,AL603650.4,MIR3689A,MIR3689B,MIR3689C,MIR3689D1	0.8672	0.00791622805803	25
MIR425	58.4370114943	10.46888614	87
MIR421	26.6112941176	4.88069564427	85
MIR429	42.8534939759	1.93044127	83
RP11-44F21.2	31.0511578947	15.6644985236	190
KRTAP21-3	8.96394230769	1.54636861088	208
KRTAP21-2	84.3565073529	5.70317551927	272
KRTAP21-1	89.9594160584	9.34993085449	274
HBBP1	19.9881455399	15.0341907769	426
MED24;MED24	66.5075	10.3537187361	4
PBXIP1	66.0565947467	25.6343153397	3198
ADI1	32.8903353396	26.565717775	1163
AC098617.1	46.8961503417	17.1214253606	439
RAB3IL1	25.5535259875	21.1673415107	2405
CTD-2659N19.2;FBXW9	6.445	0.114681523585	28
ARAP1-AS1	46.7991163793	27.1860488143	928
ARAP1-AS2	43.4195973154	33.2984625459	298
HLA-J	45.513362069	16.0897834094	348
HLA-L	83.41332	12.0379532342	750
HLA-B	45.0505776892	28.4379421185	2008
HLA-A	54.2485737616	21.8687938655	1837
HLA-G	64.4352893082	25.4324663745	1590
HLA-V	9.84085689803	6.58809614057	1167
AMER2	42.3499652087	28.0742866075	2012
AMER3	41.8503208556	21.5052413578	2618
CCDC146,FGL2	60.2591836735	8.60069978663	49
RING1	40.0094689379	28.6041770881	1996
RAD1	62.3540830946	29.1828289515	1396
RP11-96D1.10,RP11-96D1.11	72.8594117647	11.3341882556	102
ASAH2	21.735946255	31.8277324491	3498
HEPH	38.6065360169	19.096338289	5664
SEC31B	57.9668804035	23.186322245	5552
SEC31A	57.6045509072	26.9517106772	6669
UBOX5	61.1227066356	17.6964909623	1718
PTPN9	56.6484822257	28.7481679083	3235
PTPN3	62.6011993708	20.6042890948	5086
PTPN2	44.4438637215	28.3780637873	2671
PTPN7	44.2354029228	24.1009959192	2395
PTPN6	59.8849465163	25.2805486877	3459
PTPN5	59.2280091185	28.1045195393	2632
PTPN4	59.1120908072	22.6484266107	5352
RNASEH1,RP13-512J5.1	74.8748958333	17.0307431899	192
RP11-553A10.1	4.84394244604	2.07213619525	695
PGM5	49.8919167579	32.6078190276	2739
PGM1	68.9420755968	23.0723166822	3016
PGM2	62.7674559748	27.303084586	3180
PGM3	53.664648062	27.2182050984	3225
SHBG	57.4187248008	29.5406478356	2133
GTSF1L	79.4781715576	7.75903158156	443
MIR3180-4	0.145714285714	0.0175594229214	49
MIR3180-5	0.0746405228758	0.035854716782	153
FBXW8	58.0390691589	29.0180078988	2675
CLRN1-AS1	6.85930921053	11.4237170753	912
AL139147.1	0.377718978102	2.35825123784	548
MIR323B,MIR485;MIR134	80.3613333333	0.767443498773	15
TMEM70	42.2834658665	35.0653587494	1333
ZNF619	61.7809319588	28.3066378638	2425
CTC-246B18.8	3.45489361702	0.630299695247	47
HS3ST1	59.3720670996	24.2498867172	924
DBNDD2	36.22587	31.318612743	1000
FXYD2,FXYD6-FXYD2	27.8686029412	20.1327535221	408
UTP18	43.1220098492	24.768143561	3249
IGLV3-10	52.9100392157	30.6082925767	510
RP4-751H13.7	17.8210738255	12.2017079078	149
C9orf72	53.7614466783	19.2135185214	2288
C9orf78	60.8468684211	28.2809855446	1900
SDAD1	68.5654666667	20.1478494032	3450
PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PCDHAC1,PCDHAC2	59.7294994041	23.3184749342	839
TXNDC15	56.9075583381	29.8196437834	1757
TXNDC17	51.2427409639	13.6980757206	664
TXNDC16	53.3142536116	21.6322402919	4361
TXNDC12	44.1669702128	22.8351360296	1175
AC072031.1	39.8207142857	1.97252459977	14
SIMC1	46.4533448959	31.7790558738	4036
IGHV3OR16-13	91.0740883978	3.02391822131	543
IGHV3OR16-12	87.6432723949	3.04461334283	547
IGHV3OR16-10	27.2622571429	27.5086325142	350
ITPRIPL2	59.5010191083	28.526722827	1413
GLIS2,PAM16	45.4655033557	26.4657953236	447
FRG2B	30.2145859305	34.3555929029	1123
RP11-1136G11.8	25.7322135417	15.6464481758	384
IL18,SDHD	25.8108948546	18.8169202697	447
THSD4	56.3761748733	30.9774479675	5524
THSD1	63.5255513308	27.7050621459	3156
BEGAIN	26.1403400174	19.7000840133	2294
CYP1B1	37.3782078652	22.5608420157	1780
TERF2	53.5759639441	27.5182783182	2718
TERF1	34.575982801	17.8817890113	2442
RP11-742B18.1	54.0293989071	17.6651816539	732
SBF1	46.7731129925	25.1421874542	9213
SBF2	67.3320216746	26.6938903142	7751
ATG16L1	57.8995562516	24.2131910677	3831
ATG16L2	42.0769407075	32.1832930062	4014
DDX23	76.0026831003	25.1687606549	4219
DDX21	62.2578755532	21.5038142454	3841
DDX27	59.3852505447	24.4397131578	3672
DDX28	54.7993160813	24.6642632185	1623
FAM118A	56.4478478575	25.7386563438	2077
RP11-264B17.3	45.2341109595	31.1515276934	2199
C2,ZBTB12	51.2105882353	20.3384849472	102
AC009228.1	59.2294612795	20.3913333566	297
STX16-NPEPL1	4.19347826087	1.14772797041	276
RP11-299G20.2	9.22428571429	9.32871006991	287
AFMID	46.1233139535	25.9454547135	2236
TNFAIP8	31.83215311	31.9544455301	1045
TNFAIP3	70.4208408878	20.7760028957	3199
TNFAIP2	29.2381318681	25.2641170919	3185
TRDN	20.9724938987	17.7309041241	6556
CRP	78.8629934641	19.2866541575	765
CRK	53.2425217391	34.6714914251	1380
CRH	20.3275318471	21.7797855035	628
CR1	48.0816938428	36.0427240997	8218
KCNJ13	79.5645614035	15.1676956575	1083
AE000661.37,AE000661.50	5.01809139785	2.0906171756	372
RP11-64K12.8	43.1375903614	22.2478739247	249
ANKZF1	65.865302391	20.7978978795	3555
IRF3,SCAF1	4.87375	3.43339042948	64
THRSP	67.6444897959	16.9677707267	441
MKX	62.1729964328	31.7124895621	1682
FXR2,SHBG	4.914	0.937026078794	95
LPHN3	42.3929523308	28.3931136553	7594
LPHN2	65.6435505742	24.6731760921	7227
LPHN1	47.9404111175	29.9386105545	5181
CORO1B	43.9646774194	26.0944423093	2542
CORO1C	67.6172837101	25.9292228508	2566
RP4-568F9.3	62.0608333333	9.40307075993	48
AC026202.1,EDEM1	13.8515447154	8.23227135745	492
RPL27A	73.5660344828	26.4947196558	870
IGLV3-12	28.670391791	17.3340536117	536
IGLV3-16	52.3792246521	28.0059019035	503
IGLV3-19	32.0322754491	19.8521272213	501
KIAA1257	48.8767055556	23.3751085257	1800
GIMAP7	54.2262650602	10.9501893641	913
RP11-678G14.2	0.159569892473	0.00943098253153	93
IGLV1-44	67.8952313883	26.5848562352	497
IGLV1-47	67.6988531187	30.3159522393	497
DDR2	70.8482757805	23.4492649676	4228
DDR1	59.7660182629	27.3685850405	4709
RP4-773N10.4	42.8582843137	18.3297624541	204
RP11-383M4.6,SPATA31D4	0	0	290
RP11-383M4.6,SPATA31D3	1.12290178571	1.44169029756	224
AVEN	50.4920111732	31.4349390068	1432
CTD-3222D19.2,SLC35E1	39.1234906832	28.8578382501	805
AC108868.1	0.946473684211	0.704462485505	190
RP11-5P18.5	19.472	0.700621152978	5
ALOX12B;AC129492.6	22.93	14.9943344856	4
CTD-2552K11.2	60.3784304933	22.1929745956	223
SYNPO2L	46.0087473525	33.1981591071	3305
PDE6A	65.1465416936	21.4011955344	4641
SSTR3	64.9777358491	18.3080173389	1272
SEC23A	58.1832665284	26.4039408126	4341
SEC23B	68.836725944	20.8108089862	4105
RPS6	61.017421809	22.1487402986	1183
RPS8	49.2609447674	21.4673745826	1376
ITFG2,NRIP2	60.7447521866	22.3190321424	343
ADIPOQ	72.9278581173	19.2114830735	733
FTH1	56.0561849711	31.4393441034	865
DUSP22	67.9611149228	23.8761792141	1166
RN7SL536P	0.0177777777778	0.00440958551844	9
KARS,TERF2IP	24.8545454545	0.898558441465	11
AFG3L1P	10.0116969697	3.36472387677	660
EIF2B1,GTF2H3	79.9235	2.27287037396	20
RP11-27K13.3	50.0087412587	16.3296737531	143
C21orf62	71.7597747748	14.5134617245	666
LNP1	65.126772554	22.3593257921	787
QRICH2	65.6817291726	24.9839778646	6986
QRICH1	73.1443403498	20.3142972406	3373
CT60	2.7874516129	2.50442283199	620
IAH1	47.9112241888	24.430088894	1356
PROCA1	55.7537485448	30.9049739402	1718
RP11-718I15.1	23.0968361582	7.10465229631	177
RP11-195B21.3	1.09168862275	1.8421692194	835
FAM195A	17.4939646202	20.5318248599	961
CCDC144B	4.53065005417	8.99994821484	1846
USH1G	58.7026042984	22.9061243032	1582
AC090427.1	2.61171929825	1.66353799275	285
RP11-114H24.2	81.8401413882	21.2606998388	778
RP11-114H24.7	46.8438461538	27.2633916364	520
RP11-114H24.4	26.2889285714	14.5142268313	868
NDUFB8,SEC31B	43.3720505051	23.7751883043	990
AC010761.8	87.4302542373	1.91348720094	118
ZNF174	74.1842884371	19.2472809872	1574
ZNF177	45.4840872065	34.220863752	2087
STX11	48.3043186813	11.37112587	910
STX12	39.3334380258	21.4154510919	1783
FRAS1	51.2126464799	26.703012066	19815
RP11-973F15.1	3.26013333333	0.802104642265	225
HPCAL1	47.8203984451	28.2122408881	1029
HPCAL4	48.8198773006	24.1744917035	815
TOLLIP	37.4351109617	26.0974684312	1487
PCDHA2	82.6716878981	15.440573041	2512
PCDHA3	85.2821391023	12.3331071622	2473
PCDHA1	82.3175475516	15.7392830956	2471
PCDHA6	85.3953595318	9.36479408934	2392
PCDHA7	73.2938766892	30.5639012271	2368
PCDHA5	79.4257125357	14.2335146758	2449
PCDHA8	79.7051821531	13.5326763516	2443
PCDHA9	70.9169529086	28.2948050967	2527
CDRT4,TVP23C	74.3341111111	10.2956988832	90
WSCD2	57.3458763293	26.1203912712	2539
DLG3-AS1	21.6992857143	6.39718724248	196
CWF19L1	69.5485212446	22.4128229313	2989
HEYL	45.4200942712	32.0887052355	1379
TEX101	78.4119551777	19.2244406416	1294
GUSB	60.7127943485	27.9824658225	3185
AC015688.3,KSR1	9.78081560284	9.16567065465	282
RP5-1028L10.1	28.77725	13.6012078956	200
RP4-718D20.3	35.7349238579	10.0006182268	197
SPI1	34.5558655222	26.9804354937	1398
RP4-797C5.2	34.277755102	7.50885623373	49
GOLT1A	55.750886392	27.3939629862	801
MIP	66.5191155235	17.8398179364	1108
PRODH;PRODH	29.8325	32.0634842929	4
RP11-616M22.3	12.0325925926	3.6267268809	54
AP001610.5	70.5355	14.6486174323	100
DGUOK	57.6493228346	26.5944417014	1270
CTD-2616J11.11,ETFB	44.7256441718	18.0294456697	163
AC003002.6,AC004076.7,ZNF548	25.5075	0.263215012598	36
IGKV2-24	69.1408015267	29.7896991598	524
TUBB4A	59.110395701	37.9734193395	2047
CTB-54O9.9,DUS3L	21.2203571429	7.24270806885	336
DCDC2	62.1740107172	26.1082523643	2426
KIAA0232	65.4858432499	17.9020464306	4874
RP11-727F15.12	67.9745098039	25.4208606303	153
RP11-152P17.2	44.6153441296	23.5672692922	247
FAM25HP	22.7265686275	12.8863512487	102
PSMG3-AS1	3.85426966292	2.3181181944	890
CASP12	4.46545654565	2.22990519961	1818
CASP14	60.7804497138	23.3817917613	1223
CASP16	2.4925750242	1.31716182075	1033
RP11-113D6.10	60.6491612903	11.691013622	465
SNORD115-42;SNHG14	85.9812244898	0.961376254502	49
hsa-mir-3180-4	0.0709433962264	0.0114797733399	53
CEP135	53.8264456883	20.402818274	5717
BCKDHB	58.1219840898	26.8329361939	2137
LMO7	58.1685294118	24.135084185	7820
ERCC6L2	43.3524587538	25.5788123167	6243
TMEM30A	55.6215251397	23.0836937326	1790
TMEM30C	3.64845995893	1.57996805782	487
RP11-173B14.5	46.3296078431	6.27573370277	102
AL355490.1,PGAM1	2.132	0.0539590487997	20
MIR665	59.0398611111	4.1385959016	72
AC007431.1	6.58687898089	2.12597557686	471
PXDC1	50.3633144705	34.2639173837	1237
LTV1	67.9544415584	18.6241438929	2310
AC106873.4,ST7,ST7-OT4	4.96463157895	0.645174907056	95
RP11-297N6.4	3.14035842294	1.79006708222	279
SNORD113-8	63.0801754386	14.5820152111	171
SNORD113-4	57.5621511628	14.0459902301	172
SNORD113-5	81.9261538462	1.52884408484	78
SNORD113-6	36.6728947368	1.82803560563	76
SNORD113-7	71.9536363636	1.66238803271	77
SNORD113-1	41.1824404762	8.0048498396	168
SNORD113-2	26.4236686391	7.15845068593	169
RP11-820L6.1	2.941	0.510454979126	50
LEPRE1	55.8170723527	28.2520339709	4174
C2CD4C	3.72150588235	2.64321424803	1275
SGPP2	62.0898680905	31.1311853834	1592
SPATA22	53.4943850545	30.293694451	1927
SPATA20	53.1165390105	26.9234303068	4204
SPATA21	40.6173612786	30.3469794055	3316
SPATA24	9.09878190255	2.40692507026	862
SPATA25	78.4464968944	16.7800106189	805
CASQ2	60.8046146789	22.7336671646	2180
RAB36	49.1586898523	27.9493242575	2099
RAB35	29.9624691358	31.6041299264	2592
RAB32	54.761624714	22.8119711567	874
RAB31	23.6368971963	19.6185423378	1605
RAB30	75.4537760417	17.9549384333	768
RAB38	72.9371764706	26.9711255941	850
RAB3D	78.6705396476	21.234472499	908
RAB3C	57.6878355705	21.5418731643	1192
RAB3B	66.4774527363	19.6916515285	1005
ANGPT2,MCPH1	57.6452789116	21.5585222823	735
RP11-280O1.2	51.3884693878	30.2703466667	98
SEPHS1	58.2151215953	29.0935387445	2056
WEE2-AS1	58.4864364641	22.3140152257	1086
NEBL	58.7787413325	23.7948918424	6634
CTC-431G16.2	43.627957958	24.4575493933	333
MLYCD,RP11-505K9.4	71.8159251101	16.7142380622	454
LEPR	56.1468825981	25.8399840648	5758
LCA10	14.4599536321	11.2490039393	647
MIPEP	52.4161658842	30.0543615667	4473
RP11-799B12.4	48.3185714286	11.2531399513	98
RP11-375N15.2	46.3558823529	6.48103700853	51
ACOT13	51.2989507154	25.3571196898	629
MIR4784	0.585194805195	0.0799935916777	77
MIR4786	0.213687150838	0.0101578774565	179
MIR4780	0.185679012346	0.0107166076261	81
MIR4781	0.474210526316	0.108237555502	76
MIR4782	0.112784810127	0.0107341664983	79
MIR4783	0.716097560976	0.198094353984	82
MIR4788	13.1211173184	9.57838559752	179
MIR4789	0.196341463415	0.0124238117768	82
RP11-322N21.2	2.94545454545	0.71220788211	55
CTD-2383M3.1	4.74206185567	1.99526989514	97
AHCYL1	63.4386732421	22.1031676875	3143
AHCYL2	54.3420386867	30.4555444931	3929
BHMT2	62.590984252	25.6307910675	1778
PABPN1	6.78041666667	18.5477052619	168
TRBV5-3	42.5517132216	16.3502162695	537
CGB7,NTF4	3.15195530726	1.6187386122	179
NCKIPSD	50.9784237379	28.5554451049	3724
BSCL2,HNRNPUL2-BSCL2	40.6773873045	23.4741894264	1087
IGKV6-21	54.9309856263	33.3239778577	487
PTCH1	61.3558142586	26.0586803727	6859
RP11-51L5.7	55.2071904762	24.9393018594	210
RP11-51L5.5	51.9369072165	16.6908511842	97
FOXS1	55.5262537764	20.2351847254	993
OR52N4	86.1521325052	9.82864169254	966
OR52N5	66.8177025641	7.72939434989	975
OR52N2	88.1303416149	7.80266004777	966
OR52N1	75.2730841121	10.3426857631	963
RP11-526F3.1	46.4504421769	27.0804693197	294
GJC2	25.5756952663	26.0964445418	1352
GJC3	73.3746801706	20.8989805901	938
IFFO2	5.98117105263	4.82995929543	760
LINC00526,LINC00667,RP11-835E18.5	4.31779411765	1.06794207859	136
PRRX1	60.3669134701	28.0222776446	1121
ANKS1B,FAM71C	48.0640816327	30.8083349225	98
ATG16L2,FCHSD2	29.6680071174	12.3610253106	281
NDUFV2	57.4154858934	26.6529725335	957
U52111.14	31.3959462759	21.3125932314	819
RP11-493K19.3	54.9940344828	33.3142593398	290
AC007040.11	0.216722689076	0.017029846367	119
GAST,JUP	68.7362676056	19.6694212259	142
LRGUK	58.9728064516	21.2283796717	4340
FTCDNL1	3.24610280374	1.75023340651	1070
FAM27A	0.128528428094	0.0479356569713	299
FAM27C	0.0296321070234	0.0278935856433	299
FAM27B	0.0879411764706	0.0878235830767	204
NAA30	54.5253454292	27.8439963747	1433
AC091133.1	34.1532873563	33.9221937057	435
UBA7	61.8123013537	25.4022109258	5097
UBA5	49.0505008711	22.5622922738	2296
UBA2	52.67613566	27.4741479993	3553
UBA3	58.3383209785	25.1065636623	2698
ZNF223,ZNF284	53.571951952	26.7599629815	333
PLAC1	84.5932550861	8.40696530047	639
PLAC9	30.1364359352	23.7535403781	679
SI	58.4880130261	22.3537465831	9980
LCE5A	67.337002584	17.6436154493	387
AC091150.1	0.259273743017	0.0681884017551	537
ARL9	48.3334039334	24.6976278532	661
ARL1	46.4824705882	33.5908165508	1190
ARL3	58.2956304139	20.7151047011	1039
ARL2	40.072962963	8.29876121428	216
ARL6	58.1217817562	15.0703745663	1173
SNCAIP	61.6964261702	28.3282603244	3867
OSTN-AS1	35.0113265306	10.076179283	98
SERPINI1	61.8790035769	17.9135663474	1957
SERPINI2	57.5850852713	24.9709817955	1935
RN7SL539P	0.01	1.82855909822e-18	10
DROSHA	46.9778041626	25.9014706223	7159
RP11-570L15.1,RP11-570L15.2	66.5309183673	17.6001794913	196
IL18RAP	67.1937563086	22.6201251236	2774
SPG20OS	3.44522012579	1.22170861702	159
TRIM34,TRIM6-TRIM34	66.106605317	21.1666346185	1467
MIR139	23.1941176471	2.10169955057	68
MIR767	27.9020183486	2.54529914556	109
MIR769	19.1604237288	1.68569465965	118
MIR548F5	8.93348837209	3.19309061696	86
MIR548F4	8.37095238095	0.738773052236	105
MIR548F3	2.72586206897	0.654962366617	87
MIR548F2	36.1091836735	6.35679337458	98
MIR128-2	44.1686904762	2.15288138653	84
SGPL1	64.9907869059	23.7001450632	3177
DUOXA1,DUOXA2	81.8231	2.32066417478	100
CYGB,PRCD	30.3945722714	22.9419283619	339
ARPC5L	49.875952381	31.9482558845	756
GON4L	63.7346998697	27.89720443	9979
NPEPL1	31.3279767726	26.1528042901	1636
SLC16A10	62.0115551537	26.803404224	2212
HMHB1	60.1550877193	37.8329134437	228
TMEM202	70.5255107084	21.3643918959	1214
TMEM203	33.8573123487	10.4550687661	413
TMEM204	62.7392511013	20.7515536384	681
TMEM206	63.5196529499	30.9244065235	2017
TMEM207	59.5941656663	16.9838375816	833
TMEM209	52.7418234981	23.9424666476	1881
TMEM120B	49.8191474245	21.2591102813	2252
HIST1H2AJ,HIST1H2BM	64.7164705882	10.9063238213	51
FLI1-AS1	13.9068085106	3.76420273121	47
MIR720	9.69413461538	3.13248095424	208
TECRL	49.2937170906	25.6107867092	2241
CTD-2583A14.10,ZNF587	44.8689631336	21.4680636664	434
IFLTD1	48.2654387569	23.9112722534	2188
ADAMDEC1	60.1197813866	23.0305409975	1601
RP4-657D16.3	59.9029106628	29.0322358986	347
IFI44	63.171425943	22.4693880071	2174
KNCN	29.0893281654	30.0341136714	774
CDSN,PSORS1C1	11.7469387755	4.1444048503	98
EHF	61.637688864	27.0119968117	1787
GPR17	79.2951627486	16.0428001364	1106
GPR12	70.8064250248	14.0987677271	1007
GPR18	80.5491482966	8.81301689414	998
IMP4	46.0662275102	25.889031055	1723
AVPR2	54.9318486739	23.108327485	1282
SUPT20H	52.9064631705	23.9559223161	4996
CTD-2116F7.1;MIR4739	0.9078	0.0844016152278	50
USP30-AS1	10.9397979798	3.27733215912	99
HLTF	50.1418102372	22.283850419	5607
B3GALT6,SDF4	0	0	21
BLID	81.9745259939	14.6710960256	327
FEZF1	65.9655555556	26.9452732373	1764
FEZF2	47.8470071685	31.4039270686	1674
RP11-77K12.8	36.8299766355	32.4991577359	1284
MIR3179-1	0.668360655738	0.413360047118	183
HIST2H3A;HIST2H2AA4	0	0	15
TSPAN32	19.1876616915	16.8850095846	2814
TSPAN33	69.9138946684	26.5932632217	1538
TSPAN31	66.4273459716	25.4318709214	1266
AP000697.6	14.26	3.26132386207	49
NDOR1	57.1943665768	24.720874949	2968
ATF6B;FKBPL	80.1484375	27.1911903558	32
TRPM3	62.8651021356	28.3743177725	8616
FAM47C	68.7869047619	15.2614697028	3108
FAM47B	66.0833384537	17.3231716064	1953
FAM47A	59.7510521886	12.5541851536	2376
C10orf71	29.5983674863	25.4401306047	4392
C10orf76	67.8634116886	22.8158278235	4637
AMELX,ARHGAP6	71.2912984496	22.2410952457	516
SP140L	47.6285145798	26.8765503524	2915
POU3F3	22.8095366795	26.2601090493	1554
AC007566.10	39.7751594203	10.7386594883	345
AC007401.2	6.96108695652	2.06312426269	276
OTUD4	59.3167715484	27.303741436	5244
LDHAL6A,TSG101	57.1128461538	27.497202463	390
RP11-637O19.3,SYCP2L,TMEM14B	62.996080402	29.866227335	398
FSTL4	59.2126559197	24.3622787481	3784
FSTL5	60.1365982862	24.0796993274	3851
KIAA1919	74.8585089141	20.9479158027	1851
LRRN1,SUMF1	3.3	0.651736810043	47
ZBED1	81.0458285441	17.8608188129	2088
ZBED3	6.19655913978	11.6770966833	837
ZBED4	65.2556399317	19.6057320592	3516
